MAKE,MODEL,PROFIT_LOSS,SALES_STATUS
Mazda,CX-5,-11300,Loss
Ford,F-150,-11250,Loss
Jeep,Compass,-11250,Loss
Mercedes-Benz,E-Class,-11250,Loss
Volkswagen,Jetta SportWagen,-11250,Loss
Dodge,Charger,-11250,Loss
Mazda,Mazda6,-11250,Loss
Ford,Taurus,-11250,Loss
Dodge,Avenger,-11250,Loss
Mercedes-Benz,M-Class,-11250,Loss
Chevrolet,Express Cargo,-11250,Loss
GMC,Acadia,-11250,Loss
Ford,Escape,-11250,Loss
Audi,A5,-11200,Loss
Chevrolet,Silverado 2500HD,-11200,Loss
Mercedes-Benz,C-Class,-11200,Loss
Mercedes-Benz,GLK-Class,-11200,Loss
Chevrolet,Impala,-11200,Loss
Chevrolet,Colorado,-11200,Loss
Chevrolet,Camaro,-11200,Loss
Toyota,Tacoma,-11200,Loss
Mercedes-Benz,S-Class,-11200,Loss
Chevrolet,Malibu,-11200,Loss
BMW,5 Series,-11200,Loss
BMW,3 Series,-11200,Loss
Chevrolet,Equinox,-11200,Loss
Ford,F-150,-11200,Loss
BMW,5 Series,-11200,Loss
Dodge,Grand Caravan,-11150,Loss
Nissan,Altima,-11150,Loss
Chevrolet,Suburban,-11150,Loss
Chevrolet,Malibu,-11150,Loss
Ford,Mustang,-11150,Loss
Dodge,Avenger,-11150,Loss
Ford,Focus,-11150,Loss
Ford,Escape,-11150,Loss
Mazda,CX-5,-11100,Loss
Toyota,Highlander,-11100,Loss
Chrysler,200,-11100,Loss
Ford,Explorer,-11100,Loss
Chevrolet,Captiva Sport,-11100,Loss
Chevrolet,Malibu,-11100,Loss
Ford,Edge,-11100,Loss
Lexus,LS 460,-11100,Loss
Dodge,Charger,-11100,Loss
Ford,E-Series Van,-11100,Loss
Ford,Taurus,-11100,Loss
Ford,Explorer,-11100,Loss
Hyundai,Sonata,-11100,Loss
Ford,Escape,-11100,Loss
BMW,5 Series,-11100,Loss
GMC,Savana Cargo,-11100,Loss
Dodge,Charger,-11100,Loss
Land Rover,Range Rover Sport,-11100,Loss
Chevrolet,Captiva Sport,-11100,Loss
Buick,LaCrosse,-11050,Loss
Infiniti,G35,-11050,Loss
Chevrolet,Malibu,-11050,Loss
Toyota,Camry,-11050,Loss
Ford,Fusion,-11050,Loss
Honda,Pilot,-11000,Loss
Toyota,Tundra,-11000,Loss
Rolls-Royce,Ghost,-11000,Loss
Chrysler,300,-11000,Loss
Ford,Escape,-11000,Loss
Land Rover,Range Rover,-11000,Loss
Ford,F-150,-11000,Loss
Ford,F-250 Super Duty,-11000,Loss
Mercedes-Benz,SL-Class,-11000,Loss
BMW,i8,-11000,Loss
Ford,Fusion,-11000,Loss
Audi,R8,-11000,Loss
Mercedes-Benz,SL-Class,-11000,Loss
,,-11000,Loss
Scion,tC,-11000,Loss
BMW,X5,-11000,Loss
Hyundai,Sonata,-11000,Loss
Ferrari,F430,-11000,Loss
BMW,7 Series,-11000,Loss
Nissan,Altima,-11000,Loss
BMW,M6,-11000,Loss
Mazda,CX-5,-11000,Loss
Lexus,LX 570,-11000,Loss
Nissan,Murano,-11000,Loss
Porsche,911,-11000,Loss
Porsche,911,-11000,Loss
Dodge,Journey,-11000,Loss
Ford,F-150,-11000,Loss
BMW,M3,-11000,Loss
BMW,i8,-11000,Loss
Audi,R8,-11000,Loss
Porsche,Cayenne,-10950,Loss
Ford,F-150,-10950,Loss
Ford,Escape,-10900,Loss
Chevrolet,Camaro,-10900,Loss
Nissan,Maxima,-10900,Loss
Toyota,Camry,-10900,Loss
Dodge,Challenger,-10900,Loss
Mercedes-Benz,GL-Class,-10900,Loss
Infiniti,JX,-10900,Loss
Dodge,Charger,-10900,Loss
Chevrolet,Cruze,-10900,Loss
Ford,C-Max Hybrid,-10900,Loss
MINI,Cooper,-10900,Loss
Nissan,Altima,-10900,Loss
Honda,Odyssey,-10900,Loss
Ford,Mustang,-10900,Loss
Ford,Taurus,-10900,Loss
Hyundai,Santa Fe,-10900,Loss
GMC,Yukon,-10850,Loss
Ford,Mustang,-10850,Loss
Ford,Mustang,-10850,Loss
Chevrolet,Cruze,-10850,Loss
Chrysler,Town and Country,-10850,Loss
Subaru,Forester,-10850,Loss
Mazda,Mazda5,-10850,Loss
Toyota,Yaris,-10850,Loss
Ford,Edge,-10850,Loss
Mercedes-Benz,SL-Class,-10800,Loss
Jeep,Grand Cherokee,-10800,Loss
Ford,F-250 Super Duty,-10800,Loss
Toyota,Corolla,-10800,Loss
Ford,Explorer,-10800,Loss
Ford,Mustang,-10800,Loss
Nissan,Rogue,-10800,Loss
BMW,5 Series,-10800,Loss
GMC,Sierra 1500,-10800,Loss
Ford,F-350 Super Duty,-10800,Loss
Ford,Explorer,-10800,Loss
Ford,Fusion,-10800,Loss
Chevrolet,Suburban,-10800,Loss
Dodge,Durango,-10800,Loss
Toyota,Avalon,-10800,Loss
Chevrolet,Cruze,-10800,Loss
Honda,Pilot,-10800,Loss
Toyota,RAV4,-10800,Loss
Ford,Edge,-10800,Loss
Kia,Sportage,-10800,Loss
Lexus,LS 460,-10800,Loss
Land Rover,Range Rover,-10800,Loss
Ford,Focus,-10750,Loss
Chevrolet,Equinox,-10750,Loss
Chevrolet,Impala Limited,-10750,Loss
Volkswagen,Beetle,-10750,Loss
Chevrolet,Silverado 1500,-10750,Loss
Chevrolet,Malibu,-10750,Loss
Toyota,Sienna,-10700,Loss
Ford,Ranger,-10700,Loss
Chrysler,200,-10700,Loss
Jeep,Patriot,-10700,Loss
Lincoln,MKX,-10700,Loss
Ford,Mustang,-10700,Loss
Nissan,Pathfinder,-10700,Loss
BMW,5 Series,-10700,Loss
Hyundai,Accent,-10700,Loss
Lincoln,MKS,-10700,Loss
Mercedes-Benz,GLK-Class,-10700,Loss
Nissan,Altima,-10700,Loss
Ford,Mustang,-10700,Loss
Honda,Pilot,-10700,Loss
BMW,X5,-10700,Loss
Ram,1500,-10700,Loss
Ford,Transit Connect,-10650,Loss
Dodge,Charger,-10650,Loss
Nissan,Maxima,-10650,Loss
Dodge,Ram Pickup 3500,-10600,Loss
Ford,Edge,-10600,Loss
Chevrolet,Traverse,-10600,Loss
Chevrolet,Tahoe,-10600,Loss
Cadillac,CTS,-10600,Loss
Ford,F-150,-10600,Loss
Chrysler,Town and Country,-10600,Loss
Infiniti,QX60,-10600,Loss
Dodge,Challenger,-10600,Loss
Jaguar,XF,-10600,Loss
Hyundai,Equus,-10600,Loss
Chevrolet,Tahoe,-10600,Loss
GMC,Sierra 3500HD,-10600,Loss
Nissan,Altima,-10600,Loss
Chevrolet,Traverse,-10600,Loss
Nissan,Murano,-10600,Loss
Kia,Optima,-10600,Loss
Nissan,Pathfinder,-10600,Loss
Chevrolet,Traverse,-10600,Loss
Dodge,Charger,-10550,Loss
Ford,Taurus,-10550,Loss
Nissan,Maxima,-10550,Loss
Toyota,Camry,-10550,Loss
Nissan,Xterra,-10550,Loss
BMW,3 Series,-10550,Loss
Ford,E-Series Van,-10550,Loss
Lincoln,MKX,-10550,Loss
Mazda,Mazda3,-10525,Loss
Mercedes-Benz,M-Class,-10500,Loss
Ford,Flex,-10500,Loss
Ford,Edge,-10500,Loss
Ford,Fusion,-10500,Loss
Nissan,Murano,-10500,Loss
BMW,Z4,-10500,Loss
Ford,F-150,-10500,Loss
Ford,Explorer,-10500,Loss
Ford,Edge,-10500,Loss
Toyota,Sequoia,-10500,Loss
Jeep,Wrangler,-10500,Loss
Dodge,Durango,-10500,Loss
,,-10500,Loss
Porsche,Panamera,-10500,Loss
Mercedes-Benz,GL-Class,-10500,Loss
Volkswagen,Jetta,-10500,Loss
Toyota,Tacoma,-10500,Loss
Porsche,911,-10500,Loss
Mitsubishi,Outlander Sport,-10500,Loss
Chrysler,200,-10500,Loss
Dodge,Charger,-10500,Loss
Toyota,Camry,-10500,Loss
BMW,,-10500,Loss
Dodge,Challenger,-10500,Loss
Porsche,911,-10500,Loss
GMC,Sierra 2500HD,-10500,Loss
BMW,6 Series,-10450,Loss
Dodge,Journey,-10450,Loss
Mazda,Mazda5,-10450,Loss
Dodge,Avenger,-10450,Loss
Ford,Focus,-10450,Loss
Hyundai,Santa Fe,-10450,Loss
Chrysler,Town and Country,-10450,Loss
Ford,F-150,-10450,Loss
Ford,Fusion,-10400,Loss
Mercedes-Benz,CLS-Class,-10400,Loss
Ford,Focus,-10400,Loss
Chevrolet,Silverado 1500,-10400,Loss
Mercedes-Benz,GLK-Class,-10400,Loss
GMC,Sierra 1500,-10400,Loss
Chevrolet,Malibu,-10400,Loss
Chevrolet,Suburban,-10400,Loss
Nissan,Altima,-10400,Loss
Ford,Mustang,-10400,Loss
BMW,3 Series,-10400,Loss
Jeep,Grand Cherokee,-10400,Loss
Mercedes-Benz,C-Class,-10400,Loss
Chevrolet,Camaro,-10400,Loss
Honda,Accord,-10400,Loss
Ford,Fusion,-10350,Loss
Nissan,Frontier,-10350,Loss
Chevrolet,Malibu,-10350,Loss
Chevrolet,Monte Carlo,-10350,Loss
Volkswagen,Jetta,-10350,Loss
Hyundai,Sonata,-10350,Loss
Mazda,Mazdaspeed3,-10350,Loss
Ford,F-150,-10300,Loss
Ford,Mustang,-10300,Loss
Ford,F-250 Super Duty,-10300,Loss
BMW,6 Series,-10300,Loss
GMC,Yukon,-10300,Loss
Cadillac,DTS,-10300,Loss
Mercedes-Benz,SL-Class,-10300,Loss
Mercedes-Benz,M-Class,-10300,Loss
Mercedes-Benz,GL-Class,-10300,Loss
Mercedes-Benz,GL-Class,-10300,Loss
Hyundai,Genesis,-10300,Loss
Ford,F-150,-10300,Loss
Hyundai,Sonata Hybrid,-10300,Loss
Toyota,Camry,-10300,Loss
Nissan,Quest,-10300,Loss
Ford,Explorer,-10300,Loss
Chrysler,Town and Country,-10300,Loss
BMW,6 Series,-10300,Loss
Chrysler,300,-10300,Loss
Chevrolet,Tahoe,-10300,Loss
Toyota,Corolla,-10300,Loss
Chevrolet,Malibu,-10300,Loss
Honda,Odyssey,-10300,Loss
Infiniti,G Coupe,-10250,Loss
Honda,Civic,-10250,Loss
Toyota,Sienna,-10250,Loss
Chevrolet,Tahoe,-10250,Loss
Mazda,Mazda5,-10250,Loss
Dodge,Charger,-10250,Loss
Bentley,Continental GT,-10250,Loss
Honda,Civic,-10250,Loss
Mazda,Mazda2,-10250,Loss
Ford,Mustang,-10250,Loss
Ford,F-150,-10200,Loss
Kia,Soul,-10200,Loss
Mercedes-Benz,C-Class,-10200,Loss
Kia,Optima,-10200,Loss
Ford,F-150,-10200,Loss
Kia,Cadenza,-10200,Loss
Chevrolet,Avalanche,-10200,Loss
GMC,Acadia,-10200,Loss
Chrysler,Town and Country,-10200,Loss
Dodge,Durango,-10200,Loss
Nissan,GT-R,-10200,Loss
Chevrolet,Impala,-10200,Loss
Dodge,Challenger,-10200,Loss
Jaguar,XF,-10200,Loss
Ford,F-150,-10200,Loss
Chevrolet,Equinox,-10200,Loss
Ford,Fiesta,-10200,Loss
Chrysler,Town and Country,-10200,Loss
Chevrolet,Cruze,-10200,Loss
Buick,Verano,-10200,Loss
Mercedes-Benz,E-Class,-10200,Loss
Chevrolet,Malibu,-10200,Loss
Ford,Explorer,-10200,Loss
Nissan,Altima,-10200,Loss
Nissan,Sentra,-10200,Loss
Chevrolet,Cruze,-10200,Loss
Nissan,Rogue,-10150,Loss
Chevrolet,Impala,-10150,Loss
Ford,F-350 Super Duty,-10150,Loss
Chevrolet,Cruze,-10150,Loss
Hyundai,Sonata,-10100,Loss
Ford,Edge,-10100,Loss
Honda,Pilot,-10100,Loss
Chrysler,300,-10100,Loss
Chevrolet,Silverado 1500,-10100,Loss
Ford,C-Max Energi,-10100,Loss
Chrysler,Town and Country,-10100,Loss
Ford,Explorer,-10100,Loss
Mazda,Mazda3,-10100,Loss
Cadillac,CTS,-10100,Loss
Chrysler,300,-10100,Loss
GMC,Sierra 1500,-10100,Loss
Chevrolet,Impala,-10100,Loss
Nissan,Versa Note,-10100,Loss
GMC,Sierra 3500HD,-10100,Loss
Dodge,Ram Pickup 3500,-10100,Loss
Mercedes-Benz,C-Class,-10100,Loss
Infiniti,QX80,-10100,Loss
Chevrolet,Equinox,-10100,Loss
Dodge,Grand Caravan,-10100,Loss
Land Rover,LR4,-10100,Loss
Infiniti,M,-10100,Loss
Nissan,Rogue,-10100,Loss
Nissan,Frontier,-10100,Loss
Hyundai,Genesis,-10100,Loss
Dodge,Ram Pickup 1500,-10050,Loss
Dodge,Charger,-10050,Loss
Chevrolet,Equinox,-10050,Loss
Dodge,Journey,-10050,Loss
Chevrolet,Tahoe,-10050,Loss
Ford,Focus,-10050,Loss
Chevrolet,Malibu,-10050,Loss
Chevrolet,Express,-10050,Loss
Nissan,Versa Note,-10050,Loss
Dodge,Ram Pickup 3500,-10050,Loss
Dodge,Avenger,-10050,Loss
Chevrolet,Equinox,-10050,Loss
Chrysler,200,-10050,Loss
GMC,Sierra 1500,-10050,Loss
Mercedes-Benz,GLK-Class,-10050,Loss
Mercedes-Benz,E-Class,-10050,Loss
,,-10050,Loss
Land Rover,Range Rover Sport,-10000,Loss
Hyundai,Santa Fe,-10000,Loss
Hyundai,Sonata,-10000,Loss
Cadillac,XTS,-10000,Loss
Ford,Mustang,-10000,Loss
Mercedes-Benz,SLK-Class,-10000,Loss
Infiniti,Q50,-10000,Loss
Mercedes-Benz,GL-Class,-10000,Loss
BMW,X6,-10000,Loss
Mercedes-Benz,S-Class,-10000,Loss
Porsche,Panamera,-10000,Loss
BMW,M6 Gran Coupe,-10000,Loss
Ford,Explorer,-10000,Loss
,,-10000,Loss
BMW,3 Series,-10000,Loss
Chevrolet,Silverado 1500,-10000,Loss
Audi,Q5,-10000,Loss
Ford,Fusion,-10000,Loss
Jaguar,F-TYPE,-10000,Loss
Lincoln,MKZ,-10000,Loss
Ford,Flex,-10000,Loss
Bentley,Continental GTC,-10000,Loss
Porsche,911,-10000,Loss
Chevrolet,Sonic,-10000,Loss
Honda,CR-V,-10000,Loss
Ford,Ranger,-10000,Loss
Mercedes-Benz,S-Class,-10000,Loss
Hyundai,Genesis Coupe,-10000,Loss
Nissan,Versa,-10000,Loss
Hyundai,Veloster,-9950,Loss
Ford,Taurus,-9950,Loss
Dodge,Avenger,-9950,Loss
Hyundai,Tucson,-9950,Loss
Mercedes-Benz,S-Class,-9950,Loss
Dodge,Journey,-9950,Loss
Mazda,Mazda2,-9950,Loss
Hyundai,Veloster,-9950,Loss
Ford,Focus,-9950,Loss
Chevrolet,Express Cargo,-9950,Loss
Toyota,Corolla,-9900,Loss
Nissan,Rogue Select,-9900,Loss
Ford,F-150,-9900,Loss
Nissan,Versa Note,-9900,Loss
Mercedes-Benz,C-Class,-9900,Loss
Chevrolet,Malibu,-9900,Loss
Volkswagen,Tiguan,-9900,Loss
Chevrolet,Silverado 1500,-9900,Loss
Lincoln,MKX,-9900,Loss
Nissan,Frontier,-9900,Loss
Nissan,Sentra,-9900,Loss
Jaguar,XF,-9900,Loss
Kia,Optima,-9900,Loss
Chevrolet,Malibu,-9900,Loss
Ram,1500,-9900,Loss
Hyundai,Sonata,-9900,Loss
Ford,Explorer,-9900,Loss
Chevrolet,Silverado 1500,-9900,Loss
Chevrolet,Camaro,-9900,Loss
Chevrolet,Colorado,-9900,Loss
Ford,F-150,-9900,Loss
Nissan,Quest,-9900,Loss
Ford,Fusion,-9850,Loss
Chevrolet,Suburban,-9850,Loss
Mercedes-Benz,CLA-Class,-9850,Loss
Dodge,Journey,-9850,Loss
MINI,Cooper Countryman,-9850,Loss
Chevrolet,Suburban,-9850,Loss
Chevrolet,Silverado 1500,-9850,Loss
Ford,Focus,-9850,Loss
Nissan,Altima,-9850,Loss
Honda,Civic,-9850,Loss
Jeep,Liberty,-9850,Loss
Dodge,Sprinter Cargo,-9850,Loss
Jeep,Patriot,-9850,Loss
Volkswagen,Passat,-9850,Loss
Kia,Soul,-9850,Loss
Ford,Focus,-9850,Loss
Nissan,Altima,-9850,Loss
GMC,Sierra 1500,-9800,Loss
Chrysler,300,-9800,Loss
Ford,Fusion,-9800,Loss
Ford,Taurus,-9800,Loss
Chevrolet,Cruze,-9800,Loss
Jeep,Wrangler,-9800,Loss
Chevrolet,Impala Limited,-9800,Loss
Ford,F-150,-9800,Loss
BMW,3 Series,-9800,Loss
Mercedes-Benz,E-Class,-9800,Loss
Infiniti,QX,-9800,Loss
Ford,Escape,-9800,Loss
Nissan,Pathfinder,-9800,Loss
Chevrolet,Camaro,-9800,Loss
Ram,1500,-9800,Loss
Nissan,Altima,-9800,Loss
Toyota,RAV4,-9800,Loss
Nissan,Rogue,-9800,Loss
,,-9800,Loss
Infiniti,Q50,-9800,Loss
Nissan,Altima,-9800,Loss
Ford,F-250 Super Duty,-9800,Loss
Toyota,Sequoia,-9800,Loss
Ford,Mustang,-9750,Loss
Mercedes-Benz,CLK-Class,-9750,Loss
BMW,M3,-9750,Loss
Ford,Taurus,-9750,Loss
Ford,Explorer,-9750,Loss
Mitsubishi,Outlander Sport,-9750,Loss
Ford,Focus,-9750,Loss
Dodge,Durango,-9750,Loss
Mercedes-Benz,SL-Class,-9750,Loss
ford,e350,-9750,Loss
Chevrolet,Impala,-9750,Loss
Ford,Explorer,-9750,Loss
Hyundai,Accent,-9750,Loss
Chevrolet,Impala,-9750,Loss
Ford,Expedition,-9700,Loss
Mazda,Mazda6,-9700,Loss
Mercedes-Benz,M-Class,-9700,Loss
Nissan,Altima,-9700,Loss
Dodge,Charger,-9700,Loss
Chevrolet,Malibu,-9700,Loss
Kia,Rio,-9700,Loss
Mercedes-Benz,E-Class,-9700,Loss
Ford,Fusion,-9700,Loss
BMW,M3,-9700,Loss
Dodge,Challenger,-9700,Loss
Nissan,Titan,-9700,Loss
MINI,Cooper Countryman,-9700,Loss
Acura,MDX,-9700,Loss
Buick,Verano,-9700,Loss
Toyota,Yaris,-9700,Loss
Honda,Civic,-9700,Loss
Chrysler,200,-9650,Loss
Hyundai,Veloster,-9650,Loss
BMW,3 Series,-9650,Loss
Nissan,Altima,-9650,Loss
Chrysler,Town and Country,-9650,Loss
Mercedes-Benz,CLS-Class,-9650,Loss
Ford,Fiesta,-9650,Loss
Toyota,Camry,-9650,Loss
Dodge,Ram Pickup 1500,-9600,Loss
Toyota,RAV4,-9600,Loss
Dodge,Dart,-9600,Loss
Toyota,Tundra,-9600,Loss
Chevrolet,Impala Limited,-9600,Loss
Cadillac,CTS,-9600,Loss
Chevrolet,Camaro,-9600,Loss
Ram,1500,-9600,Loss
Ram,1500,-9600,Loss
GMC,Terrain,-9600,Loss
Mercedes-Benz,S-Class,-9600,Loss
Buick,Enclave,-9600,Loss
Land Rover,Range Rover Sport,-9600,Loss
Lexus,ES 350,-9600,Loss
BMW,5 Series,-9600,Loss
Chevrolet,Impala Limited,-9600,Loss
Chrysler,Town and Country,-9600,Loss
Jeep,Grand Cherokee,-9600,Loss
Ford,F-150,-9600,Loss
Chrysler,300,-9600,Loss
Toyota,Camry,-9600,Loss
Ford,Expedition,-9600,Loss
Nissan,Quest,-9600,Loss
Nissan,Pathfinder,-9600,Loss
Hyundai,Santa Fe Sport,-9600,Loss
Ford,Mustang,-9600,Loss
Mazda,Mazda6,-9550,Loss
Ford,Excursion,-9550,Loss
Volkswagen,Passat,-9550,Loss
Chevrolet,Camaro,-9550,Loss
Toyota,Corolla,-9550,Loss
Dodge,Avenger,-9550,Loss
Nissan,Pathfinder,-9550,Loss
Chevrolet,Malibu,-9550,Loss
Hyundai,Sonata,-9550,Loss
Ford,Focus,-9550,Loss
Hyundai,Elantra,-9550,Loss
Chevrolet,Tahoe,-9550,Loss
Nissan,Murano,-9500,Loss
Chevrolet,Silverado 2500HD,-9500,Loss
Hyundai,Tucson,-9500,Loss
Rolls-Royce,Ghost,-9500,Loss
Subaru,B9 Tribeca,-9500,Loss
Dodge,Journey,-9500,Loss
Ford,Edge,-9500,Loss
Mercedes-Benz,GL-Class,-9500,Loss
Chevrolet,Silverado 2500HD Classic,-9500,Loss
Honda,Pilot,-9500,Loss
Chevrolet,Impala,-9500,Loss
Nissan,Versa,-9500,Loss
Ford,Fusion,-9500,Loss
Honda,Odyssey,-9500,Loss
Toyota,Land Cruiser,-9500,Loss
Chevrolet,Captiva Sport,-9500,Loss
Infiniti,M37,-9500,Loss
Cadillac,Escalade ESV,-9500,Loss
Hyundai,Elantra,-9500,Loss
Mercedes-Benz,S-Class,-9500,Loss
Ford,F-150,-9500,Loss
Porsche,Panamera,-9500,Loss
GMC,Yukon,-9500,Loss
Chevrolet,Malibu,-9500,Loss
Ford,Explorer,-9500,Loss
Infiniti,G Sedan,-9500,Loss
Land Rover,Range Rover Sport,-9500,Loss
Mercedes-Benz,SL-Class,-9500,Loss
Ford,E-Series Wagon,-9500,Loss
Mercedes-Benz,C-Class,-9500,Loss
Mercedes-Benz,E-Class,-9500,Loss
Mitsubishi,Lancer,-9500,Loss
Nissan,Altima,-9500,Loss
Lincoln,MKZ,-9500,Loss
Ford,Focus,-9500,Loss
Ford,Shelby GT500,-9500,Loss
Volkswagen,Passat,-9500,Loss
Buick,Enclave,-9500,Loss
Cadillac,Escalade ESV,-9500,Loss
Chevrolet,Equinox,-9450,Loss
Hyundai,Veloster,-9450,Loss
Ford,Escape,-9450,Loss
Ford,Edge,-9450,Loss
Toyota,Camry,-9450,Loss
Chrysler,200,-9450,Loss
Chevrolet,Cruze,-9450,Loss
Honda,Civic,-9450,Loss
Chevrolet,Impala,-9450,Loss
Dodge,Durango,-9450,Loss
Mercedes-Benz,E-Class,-9450,Loss
BMW,5 Series,-9450,Loss
Ford,Escape,-9400,Loss
Infiniti,JX,-9400,Loss
Jeep,Compass,-9400,Loss
Jeep,Patriot,-9400,Loss
Nissan,Xterra,-9400,Loss
Nissan,Sentra,-9400,Loss
Mercedes-Benz,CLS-Class,-9400,Loss
Nissan,Sentra,-9400,Loss
GMC,Sierra 2500HD,-9400,Loss
Subaru,Impreza,-9400,Loss
Nissan,Altima,-9400,Loss
Ford,Escape,-9400,Loss
Chevrolet,Tahoe,-9400,Loss
Mercedes-Benz,S-Class,-9400,Loss
Bentley,Continental Flying Spur,-9400,Loss
Bentley,Continental GTC,-9400,Loss
Dodge,Challenger,-9400,Loss
Subaru,Impreza,-9400,Loss
Chevrolet,Tahoe,-9400,Loss
Mercedes-Benz,C-Class,-9400,Loss
Ford,E-Series Wagon,-9400,Loss
Jeep,Grand Cherokee,-9400,Loss
Ford,Fusion,-9400,Loss
,,-9400,Loss
Infiniti,QX70,-9400,Loss
Nissan,Sentra,-9400,Loss
Toyota,Corolla,-9400,Loss
Chrysler,200,-9400,Loss
Jeep,Patriot,-9350,Loss
Toyota,Prius,-9350,Loss
Toyota,Yaris,-9350,Loss
Ford,Focus,-9350,Loss
Jeep,Patriot,-9350,Loss
Toyota,Corolla,-9350,Loss
Volkswagen,Passat,-9350,Loss
Nissan,Maxima,-9350,Loss
Chrysler,200,-9350,Loss
Chevrolet,Captiva Sport,-9350,Loss
Dodge,Charger,-9350,Loss
Infiniti,G37,-9350,Loss
Dodge,Avenger,-9350,Loss
GMC,Sierra 2500HD,-9300,Loss
Ford,Mustang,-9300,Loss
Land Rover,Range Rover Sport,-9300,Loss
Nissan,Pathfinder,-9300,Loss
Mercedes-Benz,GL-Class,-9300,Loss
Chrysler,300,-9300,Loss
Volkswagen,Jetta,-9300,Loss
Infiniti,M,-9300,Loss
Lexus,RX 350,-9300,Loss
Honda,Civic,-9300,Loss
BMW,5 Series,-9300,Loss
BMW,M6,-9300,Loss
Ford,Fusion,-9300,Loss
Infiniti,FX35,-9300,Loss
BMW,X3,-9300,Loss
Mazda,Mazda2,-9300,Loss
Hyundai,Santa Fe Sport,-9300,Loss
Jaguar,XF,-9300,Loss
Chevrolet,Camaro,-9300,Loss
Ford,F-150,-9300,Loss
Honda,Odyssey,-9276,Loss
Infiniti,Q50,-9269,Loss
Nissan,Sentra,-9250,Loss
Dodge,Grand Caravan,-9250,Loss
Ford,Mustang,-9250,Loss
Ford,Fusion,-9250,Loss
Toyota,Camry,-9250,Loss
Ford,Explorer,-9250,Loss
Nissan,Versa Note,-9250,Loss
Toyota,Corolla,-9250,Loss
Kia,Optima,-9250,Loss
Nissan,NV200,-9250,Loss
Chevrolet,Impala Limited,-9250,Loss
Chevrolet,Impala,-9250,Loss
Toyota,Corolla,-9250,Loss
Dodge,Journey,-9200,Loss
Ford,Explorer,-9200,Loss
Nissan,Armada,-9200,Loss
Toyota,Corolla,-9200,Loss
Hyundai,Sonata,-9200,Loss
Dodge,Durango,-9200,Loss
Ford,F-150,-9200,Loss
Toyota,RAV4,-9200,Loss
Dodge,Journey,-9200,Loss
Jeep,Wrangler,-9200,Loss
Chevrolet,Suburban,-9200,Loss
Kia,Soul,-9200,Loss
Mercedes-Benz,E-Class,-9200,Loss
Toyota,Tacoma,-9200,Loss
Chevrolet,Impala,-9200,Loss
Chrysler,200,-9200,Loss
Ram,1500,-9200,Loss
Ford,F-150,-9200,Loss
Dodge,Grand Caravan,-9200,Loss
Ford,Fusion,-9200,Loss
Dodge,Charger,-9200,Loss
Ford,F-150,-9200,Loss
Ford,Explorer,-9200,Loss
Volkswagen,Touareg,-9200,Loss
Kia,Cadenza,-9200,Loss
Nissan,Altima,-9200,Loss
Lexus,RX 450h,-9200,Loss
Jeep,Wrangler,-9200,Loss
Nissan,Rogue,-9200,Loss
Dodge,Grand Caravan,-9200,Loss
Chevrolet,Tahoe,-9200,Loss
Ford,Fusion,-9200,Loss
Ford,F-150,-9200,Loss
Ford,Escape,-9200,Loss
Mazda,Mazda5,-9200,Loss
Chrysler,300,-9180,Loss
Nissan,Maxima,-9150,Loss
BMW,X3,-9150,Loss
Chrysler,200,-9150,Loss
Nissan,Maxima,-9150,Loss
Dodge,Ram Pickup 2500,-9150,Loss
Dodge,Charger,-9150,Loss
Toyota,Camry,-9150,Loss
Chevrolet,Cruze,-9150,Loss
Toyota,Tacoma,-9150,Loss
Dodge,Charger,-9150,Loss
Nissan,Altima,-9150,Loss
Volkswagen,Tiguan,-9150,Loss
Ford,Focus,-9150,Loss
Chrysler,200,-9150,Loss
Ford,Edge,-9100,Loss
Nissan,Murano,-9100,Loss
Chrysler,Town and Country,-9100,Loss
Chevrolet,Spark,-9100,Loss
GMC,Yukon,-9100,Loss
Chrysler,Town and Country,-9100,Loss
Honda,CR-V,-9100,Loss
Dodge,Grand Caravan,-9100,Loss
Ford,Edge,-9100,Loss
BMW,Z3,-9100,Loss
Ford,Flex,-9100,Loss
Volkswagen,Tiguan,-9100,Loss
Ford,Expedition,-9100,Loss
Ford,F-150,-9100,Loss
Nissan,Pathfinder,-9100,Loss
BMW,X3,-9100,Loss
Hyundai,Sonata,-9100,Loss
Infiniti,QX80,-9100,Loss
Volkswagen,Touareg,-9100,Loss
Mercedes-Benz,R-Class,-9100,Loss
Mercedes-Benz,CLS-Class,-9100,Loss
Toyota,Highlander,-9100,Loss
Ford,Mustang,-9100,Loss
Ram,1500,-9100,Loss
Chrysler,300,-9100,Loss
Mazda,Mazda2,-9050,Loss
Hyundai,Sonata,-9050,Loss
BMW,3 Series,-9050,Loss
Chevrolet,Cruze,-9050,Loss
Honda,Accord,-9050,Loss
Volkswagen,Jetta,-9050,Loss
Subaru,Outback,-9050,Loss
Chevrolet,Spark,-9050,Loss
Toyota,Venza,-9050,Loss
Toyota,Tacoma,-9050,Loss
Jeep,Compass,-9050,Loss
Jeep,Patriot,-9050,Loss
Buick,Enclave,-9050,Loss
Jeep,Wrangler,-9050,Loss
Chevrolet,Tahoe,-9025,Loss
Ford,Flex,-9000,Loss
Honda,Odyssey,-9000,Loss
Mercedes-Benz,M-Class,-9000,Loss
